"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","VOMS","VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train Revenue Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train Revenue Hours","Train Revenue Hours Questionable","Unlinked 
Passenger 
Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable?","...42","...43","...44","1"
"Wolf Memorial Good Samaritan Center","Albion","NE","7R04-002","7R04-70202","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,15578,NA,0,NA,0,NA,960,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1490,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Cedar County Transit","Wynot","NE","7R04-008","7R04-70212","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,45012,NA,0,NA,0,NA,2381,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2579,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Wayne Public Transit","Wayne","NE","7R04-057","7R04-70233","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,13440,NA,0,NA,0,NA,1908,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7747,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Glenwood Springs","Glenwood Springs","CO","8R01-007","8R01-80258","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,123184,NA,0,NA,0,NA,9774,NA,0,NA,0,NA,0,NA,0,NA,0,NA,201419,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Seniors' Resource Center, Inc","Denver","CO","8R01-014","8R01-80292","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,64977,NA,0,NA,0,NA,5161,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8812,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Carter County","Ekalaka","MT","8R02-033","8R02-80135","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,22211,NA,0,NA,0,NA,739,NA,0,NA,0,NA,0,NA,0,NA,0,NA,620,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Powder River County","Broadus","MT","8R02-017","8R02-80167","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,77541,NA,0,NA,0,NA,2788,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3350,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Daniels Memorial Healthcare Foundation","Scobey","MT","8R02-024","8R02-80205","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,12059,NA,0,NA,0,NA,612,NA,0,NA,0,NA,0,NA,0,NA,0,NA,737,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Kidder-Emmons County Senior Services","Steele","ND","8R03-008","8R03-80228","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,59901,NA,0,NA,0,NA,2175,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8588,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Brandon - Brandon City Transit","Madison","SD","8R04-005","8R04-80154","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,24940,NA,0,NA,0,NA,3067,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13414,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Groton Community Transit, Inc.","Groton","SD","8R04-025","8R04-80232","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,4,NA,0,NA,0,NA,14767,NA,0,NA,0,NA,2326,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7657,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Inter-Lakes Community Action","Madison","SD","8R04-006","8R04-80282","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,14531,NA,0,NA,0,NA,2544,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8093,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Spink County Public Transit","Redfield","SD","8R04-016","8R04-80297","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,143,NA,0,NA,0,NA,18600,NA,0,NA,0,NA,2725,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19107,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Douglas","Douglas","AZ","9R01-038","9R01-91052","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,104566,NA,0,NA,0,NA,8199,NA,0,NA,0,NA,0,NA,0,NA,0,NA,58654,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Benson","Benson","AZ","9R01-029","9R01-91114","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,67433,NA,0,NA,0,NA,4511,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6458,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Bisbee","Bisbee","AZ","9R01-001","9R01-91121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,74293,NA,0,NA,0,NA,3598,NA,0,NA,0,NA,0,NA,0,NA,0,NA,50803,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Yavapai Regional Transit","Chino Valley","AZ",NA,"9R01-99419","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,30411,NA,0,NA,0,NA,1861,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3520,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Modoc Transportation Agency","Alturas","CA","9R02-048","9R02-91008","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,129267,NA,0,NA,0,NA,5042,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9742,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Solvang","Solvang","CA","9R02-039","9R02-91028","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,NA,43,NA,0,NA,0,NA,184474,NA,0,NA,0,NA,9699,NA,0,NA,0,NA,0,NA,0,NA,0,NA,44325,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Chowchilla","Chowchilla","CA","9R02-058","9R02-91071","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,51438,NA,0,NA,0,NA,3274,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17621,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Lincoln County Transportation","Panaca","NV","9R04-005","9R04-91022","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,0,NA,0,NA,0,NA,42049,NA,0,NA,0,NA,2170,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2988,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Pierce County Ferry Operations","Tacoma","WA","28","28","City, County or Local Government Unit or Department of Transportation","Full Reporter",3059393,2,NA,0,NA,35557,NA,35557,NA,35557,NA,0,NA,5841,NA,5841,NA,0,NA,0,NA,0,NA,0,NA,0,NA,187856,NA,1324354,NA,8.6,NA,"No",NA,NA,NA,NA
"Chickaloon Native Village","Chickaloon","AK","0T30","30","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,67677,NA,0,NA,0,NA,3745,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3249,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"King County Ferry District","Seattle","WA","54","54","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,2,NA,0,NA,50948,NA,50868,NA,50868,NA,0,NA,5003,NA,5003,NA,0,NA,0,NA,0,NA,0,NA,0,NA,515207,NA,2645294,NA,24,NA,"No",NA,NA,NA,NA
"The Tulalip Tribes of Washington","Tulalip","WA","60","60","Tribe","Reduced Reporter",145140,2,NA,0,NA,0,NA,0,NA,30086,NA,0,NA,0,NA,2800,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7086,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Milton-Freewater","MiltonFreewater","OR","63","63","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",55805,2,NA,0,NA,0,NA,0,NA,46131,NA,0,NA,0,NA,5284,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12070,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Lummi Nation","Bellingham","WA","0T11","95","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,102705,NA,0,NA,0,NA,7005,NA,0,NA,0,NA,0,NA,0,NA,0,NA,55446,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Squaxin Island Tribe","Shelton","WA","0T16","103","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,46128,NA,0,NA,0,NA,2811,NA,0,NA,0,NA,0,NA,0,NA,0,NA,23574,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Quinault Tribe of the Quinault Reservation","Taholah","WA","0T21","183","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,43710,"W",0,NA,0,NA,1920,"W",0,NA,0,NA,0,NA,0,NA,0,NA,3921,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Hydaburg Cooperative Association","Hydaburg","AK","0T40","279","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,18893,NA,0,NA,0,NA,1223,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1512,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Beverly","Beverly","MA","1157","10179","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4181019,2,NA,0,NA,0,NA,0,NA,39249,NA,0,NA,0,NA,3096,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15940,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Mission Hill Link, Inc.","Boston","MA","1160","10182","Private-Non-Profit Corporation","Reduced Reporter",4181019,2,NA,0,NA,0,NA,0,NA,27003,NA,0,NA,0,NA,3003,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16745,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"The Mashpee Wampanoag Tribe","Mashpee","MA",NA,"10184","Tribe","Reduced Reporter",246695,2,NA,0,NA,0,NA,0,NA,57228,NA,0,NA,0,NA,2782,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5712,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Flight Line, Inc.","Salem","NH","1135","11154","Private-For-Profit Corporation","Reduced Reporter",158377,2,NA,0,NA,0,NA,0,NA,177007,NA,0,NA,0,NA,4380,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2817,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Town of Newburgh","Newburgh","NY","2143","20143","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",423566,2,NA,0,NA,0,NA,0,NA,33321,NA,0,NA,0,NA,2339,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5352,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Kaser Bus Service","Monsey","NY","2176","20176","Independent Public Agency or Authority of Transit Service","Reduced Reporter",18351295,2,NA,0,NA,0,NA,0,NA,131648,"Q",0,NA,0,NA,2420,"Q",0,NA,0,NA,0,NA,0,NA,0,NA,36574,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA
"East Windsor Township","East Windsor","NJ","2194","20194","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",64037,2,NA,0,NA,0,NA,0,NA,41864,NA,0,NA,0,NA,2016,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12244,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Mechanicville","Mechanicville","NY","2213","20213","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",594962,2,NA,0,NA,0,NA,0,NA,16924,NA,0,NA,0,NA,1290,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5015,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Carefree Bus Services","East Clifton","NJ","2221","20221","Private-For-Profit Corporation","Reduced Reporter",18351295,2,NA,0,NA,0,NA,0,NA,96899,NA,0,NA,0,NA,3643,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29489,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Seneca Nation of Indians","Irving","NY","2T02","22929","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,180415,NA,0,NA,0,NA,6002,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8806,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Federal Programs Municipality of Gurabo","Gurabo","PR","4123","40123","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,2,NA,0,NA,0,NA,0,NA,22930,NA,0,NA,0,NA,2438,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29482,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Municipality of San Sebastian","San Sebastian","PR","4183","40183","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,2,NA,0,NA,0,NA,0,NA,24565,NA,0,NA,0,NA,2363,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6115,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Oldham's Public Bus","LaGrange","KY","4218","40218","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",972546,2,NA,0,NA,0,NA,0,NA,35832,NA,0,NA,0,NA,3024,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19050,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Tamarac","Taramac","FL",NA,"44932","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,2,NA,0,NA,0,NA,0,NA,54825,NA,0,NA,0,NA,3824,NA,0,NA,0,NA,0,NA,0,NA,0,NA,58875,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Brunswick Transit Alternative","Brunswick","OH","5143","50143","City, County or Local Government Unit or Department of Transportation","Full Reporter",1780673,2,NA,0,NA,114648,NA,109441,NA,105851,NA,3590,NA,7460,NA,7250,NA,210,NA,0,NA,0,NA,0,NA,0,NA,30524,NA,159335,NA,29.9,NA,"No",NA,NA,NA,NA
"City of Hartford","Hartford","WI","5210","50210","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",68444,2,NA,0,NA,0,NA,0,NA,44814,NA,0,NA,0,NA,5480,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20123,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Lac Courte Oreilles Band of Ojibwe","Hayward","WI","5T02","55240","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,56101,NA,0,NA,0,NA,2812,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7240,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Bad River Band of Lake Superior Tribe of Chippewa","Odanah","WI","5T12","55282","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,188541,NA,0,NA,0,NA,7439,NA,0,NA,0,NA,0,NA,0,NA,0,NA,46076,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Delaware Nation","Anadarko","OK","6T17","66212","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,1918,NA,0,NA,0,NA,216,NA,0,NA,0,NA,0,NA,0,NA,0,NA,207,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Northern Cheyenne Tribe","Lame Deer","MT","8T07","88116","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,68402,"W",0,NA,0,NA,3701,"W",0,NA,0,NA,0,NA,0,NA,0,NA,6573,"W",0,NA,0,NA,"No",NA,NA,NA,NA
"Turtle Mountain Band of Chippewa Indian","Belcourt","ND","8T13","88146","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,33058,NA,0,NA,0,NA,1971,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2234,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Blackfeet Nation Department of Transit Dept","Browning","MT","8T01","88152","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,24025,NA,0,NA,0,NA,3464,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9270,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Fort Belknap Indian Community","Harlem","MT","8T05","88170","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,114816,"Q",0,NA,0,NA,2314,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7020,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA
"Havasupai Tribe","Supai","AZ","9T10","99298","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,30762,NA,0,NA,0,NA,684,NA,0,NA,0,NA,0,NA,0,NA,0,NA,570,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Chemehuevi Indian Tribe","Havasu Lake","CA","9T27","99316","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,38112,NA,0,NA,0,NA,6136,NA,0,NA,0,NA,0,NA,0,NA,0,NA,399957,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Yavapai-Apache Nation","Camp Verde","AZ","9T14","99328","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,63423,NA,0,NA,0,NA,2448,NA,0,NA,0,NA,0,NA,0,NA,0,NA,972,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Elko Band Council","Elko","NV","9T29","99394","Tribe","Reduced Reporter",0,2,NA,0,NA,0,NA,0,NA,8437,NA,0,NA,0,NA,618,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2998,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Pyramid Lake Paiute Tribe","Nixon","NV","9T31","99406","Tribe","Reduced Reporter",0,2,NA,8,NA,0,NA,0,NA,132816,NA,0,NA,0,NA,4853,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2533,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Franklin County Medical Center","Preston","ID","0R01-022","0R01-00385","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,4087,NA,0,NA,0,NA,2251,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1888,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Lemhi Ride","Salmon","ID",NA,"0R01-00403","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,3551,NA,0,NA,0,NA,267,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4502,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Shoshone County","Wallace","ID",NA,"0R01-00404","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,74310,NA,0,NA,0,NA,3511,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12478,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Silverton","Silverton","OR","0R02-027","0R02-00300","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,16786,NA,0,NA,0,NA,2293,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9321,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Florence","Florence","OR","0R02-019","0R02-00353","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,24806,NA,0,NA,0,NA,2173,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9418,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"White Pass Community Services Coalition","Morton","WA","0R03-030","0R03-00366","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,121707,NA,0,NA,0,NA,3662,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7843,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Senior Citizens of Kodiak, Inc.","Kodiak","AK","0R04-001","0R04-00340","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,27231,NA,0,NA,0,NA,3327,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17541,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Bath","Bath","ME","1R03-014","1R03-10152","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,38160,NA,0,NA,0,NA,3063,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12326,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Isle au Haut Boat Services","Stonington","ME","1R03-020","1R03-10167","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,13028,NA,0,NA,0,NA,1510,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18203,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Belknap Merrimack CAP/Winnipesaukee Transit System","Concord","NH","1R04-006","1R04-10160","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,34722,NA,0,NA,0,NA,3206,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6840,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Greene County","Catskill","NY","2R02-029","2R02-20931","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,35168,NA,0,NA,0,NA,1464,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5098,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Town of Altavista","Altavista","VA","3R06-051","3R06-30157","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,47648,NA,0,NA,0,NA,3035,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24449,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Macon County Transit","Oglethrope","GA","4R03-042","4R03-40903","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,66973,NA,0,NA,0,NA,4576,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7934,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Heard County Transit","Franklin","GA","4R03-039","4R03-40908","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,69487,NA,0,NA,0,NA,4584,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5291,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Pulaski County Transit","Hawkinsville","GA","4R03-044","4R03-40925","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,21778,NA,0,NA,0,NA,1984,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5018,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Baldwin County Transit","Milledgeville","GA","4R03-015","4R03-40931","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,66384,NA,0,NA,0,NA,3920,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10601,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Tift Transit System","Tifton","GA","4R03-064","4R03-40940","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,58360,NA,0,NA,0,NA,3632,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10443,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Banks County Transit","Homer","GA","4R03-001","4R03-40985","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,61233,NA,0,NA,0,NA,3176,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4729,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Habersham County Transit","Clarkesville","GA","4R03-006","4R03-40994","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,39072,NA,0,NA,0,NA,2331,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5078,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Jenkins County Transit","Millen","GA","4R03-024","4R03-41008","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,19303,NA,0,NA,0,NA,1765,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3946,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Twiggs County Transit","Jeffersonville","GA","4R03-049","4R03-41065","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,74055,NA,0,NA,0,NA,3316,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6861,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Glascock County Transit","Gibson","GA","4R03-020","4R03-41074","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,32896,NA,0,NA,0,NA,3328,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6098,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Berrien County","Nashville","GA","4R03-116","4R03-41128","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,101452,NA,0,NA,0,NA,5215,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7155,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Hart County Public Transit","Hartwell","GA","4R03-008","4R03-41144","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,44495,NA,0,NA,0,NA,3256,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8843,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Union County Transit","Blairsville","GA","4R03-012","4R03-41145","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,41260,NA,0,NA,0,NA,3920,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4552,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Bacon County","Alma","GA","4R03-101","4R03-41147","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,32476,NA,0,NA,0,NA,3207,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4458,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Social Circle Area Transit","Social Circle","GA","4R03-014","4R03-41155","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,33168,NA,0,NA,0,NA,4584,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10605,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Meriwether County","Griffin","GA",NA,"4R03-44935","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,43785,NA,0,NA,0,NA,2753,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5165,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Hyde County Private Non-Profit Transp. Corp. Inc.","Swan Quarter","NC","4R06-022","4R06-41038","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,0,NA,0,NA,0,NA,103565,NA,0,NA,0,NA,3955,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13309,NA,0,NA,0,NA,"No",NA,NA,NA,NA
