"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","modes","mode_names","facility_type","pre1940","_1940s","_1950s","_1960s","_1970s","_1980s","_1990s","_2000s","_2010s","_2020s","total_facilities"
"Delta Area Transit Authority","Escanaba","MI","50356","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"19","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","1","0","0","0","1"
"Manistee County Transportation, Inc.","Manistee","MI","50369","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","1","0","0","0","0","0","1"
"Manistee County Transportation, Inc.","Manistee","MI","50369","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","1","0","0","0","0","0","1"
"Huron Transit Corporation","Bad Axe","MI","50370","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"46","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","1","0","0","0","0","1"
"Ontonagon County Public Transit","Ontonagon","MI","50371","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Cadillac/Wexford Transit Authority","Cadillac","MI","50374","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"27","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Van Buren Public Transit","Bangor","MI","50383","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","1","0","0","0","0","1"
"Houghton Motor Transit Line","Houghton","MI","50386","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","DR, MB","Demand Response, Bus","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","1","0","0","0","1"
"Gladwin City/County Transit","Gladwin","MI","50395","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","DR","Demand Response","Administrative Office / Sales Office","0","0","0","0","0","0","0","1","0","0","1"
"Gladwin City/County Transit","Gladwin","MI","50395","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","1","1","0","0","0","2"
"Belding-Dial-A-Ride","Belding","MI","50398","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","Administrative Office / Sales Office","1","0","0","0","0","0","0","0","0","0","1"
"Belding-Dial-A-Ride","Belding","MI","50398","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","1","0","0","0","1"
"Greenville Transit","Greenville","MI","50404","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"6","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","0","0","1","0","1"
"Hancock, City of","Hancock","MI","50408","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","0","0","1","0","1"
"Bay Area Transportation Authority","Traverse City","MI","50413","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022","88300","Traverse City--Garfield, MI","56890","76","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","1","0","0","0","0","1"
"Bay Area Transportation Authority","Traverse City","MI","50413","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022","88300","Traverse City--Garfield, MI","56890","76","MB","Bus","Bus Transfer Center","0","0","0","0","0","0","0","1","0","0","1"
"Mecosta Osceola Transit Authority","Big Rapids","MI","50416","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"10","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","1","0","0","0","0","1"
"Marquette County Transit Authority","Marquette","MI","50427","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","DR","Demand Response","Bus Transfer Center","0","0","0","0","0","0","0","1","0","0","1"
"Marquette County Transit Authority","Marquette","MI","50427","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Marquette County Transit Authority","Marquette","MI","50427","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"29","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","0","1","0","0","1"
"St. Joseph County Transportation Authority","Three Rivers","MI","50436","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"24","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Big Rapids Dial-A-Ride","Big Rapids","MI","50437","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"7","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Indian Trails Bus Lines","Owosso","MI","50445","Private-For-Profit Corporation","Rural Reporter","2022",,,,"0",,,,,,,,,,,,,,
"Antrim County Transportation","Bellaire","MI","50452","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","1","0","0","0","0","0","1"
"Antrim County Transportation","Bellaire","MI","50452","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"16","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","1","0","0","0","1"
"Clare County Transit","Harrison","MI","50453","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"24","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Gogebic County Transit","Ironwood","MI","50455","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"6","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","1","0","0","0","1"
"Allegan County Transportation Services","Allegan","MI","50456","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"23","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Benzie Transportation Authority","Honor","MI","50457","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"20","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Ludington Mass Transportation Authority","Ludington","MI","50459","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"18","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Berrien County Public Transportation","Saint Joseph","MI","50463","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","1","0","0","0","1"
"Lenawee Transportation Corporation","Adrian","MI","50473","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10",,,,,,,,,,,,,,
"Yates Township Transportation System","Idlewild","MI","50476","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"18","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","1","0","0","0","1"
"Sault Sainte Marie, City of","Sault Sainte Marie","MI","50487","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","1","0","0","0","0","0","1"
"FRS Transportation, Inc",,"OH","55474","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"22",,,,,,,,,,,,,,
"Alma-Dial-A-Ride","Alma","MI","50492","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Dowagiac Dial-A--Ride","Dowagiac","MI","50494","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"2",,,,,,,,,,,,,,
"Interurban Transit Authority","Douglas","MI","50495","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"7","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Crawford County Transportation Authority","Grayling","MI","50503","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"17","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","1","0","0","0","0","1"
"ALTRAN Transit Authority","Munising","MI","50511","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","DR","Demand Response","Bus Transfer Center","0","0","0","0","0","0","0","1","0","0","1"
"ALTRAN Transit Authority","Munising","MI","50511","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"ALTRAN Transit Authority","Munising","MI","50511","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"15","DR","Demand Response","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","0","1","0","0","1"
"Ionia Dial-A-Ride","Ionia","MI","50514","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"8","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","1","0","0","0","1"
"Peoples Express","Whitmore Lake","MI","55321","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"41",,,,,,,,,,,,,,
"Western-Washtenaw Area Value Express","Chelsea","MI","55322","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"13",,,,,,,,,,,,,,
"Pioneer Resources - Muskegon","Muskegon","MI","55323","Private-Non-Profit Corporation","Rural Reporter","2022","60841","Muskegon--Norton Shores, MI","166414","5","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","1","0","0","0","1"
"Key Opportunities","Hillsdale","MI","55440","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","DR","Demand Response","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","1","0","0","0","0","0","1"
"Greyhound Lines, Inc.","Dallas","TX","60208","Private-For-Profit Corporation","Rural Reporter","2022",,,,"0",,,,,,,,,,,,,,
"Rainbow Rider Transit Board","Lowry","MN","50231","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"28","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
