"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","0","...65"
"City of Rio Vista, dba: Rio Vista Delta Breeze","Rio Vista","CA","9R02-032","9R02-91014","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","PT",3,NA,0,NA,12.7497,NA,0,NA,1.3016,NA,0,NA,0,NA,45784,NA,0,NA,0,NA,3591,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4674,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonzalez County Senior Citizens Association","Gonzales","TX",NA,"6R05-66279","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,7.9851,NA,0,NA,3.8143,NA,0,NA,0,NA,10149,NA,0,NA,0,NA,1271,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4848,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ninilchik Village","Ninilchik","AK",NA,"414","Tribe","Reduced Reporter",0,3,"MB","DO",3,NA,0,NA,18.5633,NA,0,NA,0.2813,NA,0,NA,0,NA,21979,NA,0,NA,0,NA,1184,NA,0,NA,0,NA,0,NA,0,NA,0,NA,333,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hart County Public Transit","Hartwell","GA","4R03-008","4R03-41144","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,10.2928,NA,0,NA,1.6999,NA,0,NA,0,NA,40852,NA,0,NA,0,NA,3969,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6747,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster Co Rural Transit","Lincoln","NE","7R04-037","7R04-70164","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,17.1877,NA,0,NA,1.0411,NA,0,NA,0,NA,20058,NA,0,NA,0,NA,1167,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1215,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner County","Ashburn","GA","4R03-065","4R03-41036","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,12.9692,NA,0,NA,1.281,NA,0,NA,0,NA,12645,NA,0,NA,0,NA,975,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1249,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglas County (Illinois)","Charleston","IL",NA,"5R01-55315","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,22.1371,NA,0,NA,1.6528,NA,0,NA,0,NA,56494,NA,0,NA,0,NA,2552,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4218,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muckleshoot Indian Tribe","Auburn","WA",NA,"407","Tribe","Reduced Reporter",3059393,3,"MB","DO",3,NA,0,NA,11.9636,NA,0,NA,0.9396,NA,0,NA,0,NA,86999,NA,0,NA,0,NA,7272,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6833,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Village of Plover","Plover","WI","5R06-031","5R06-50277","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,16.197,NA,0,NA,2.8341,NA,0,NA,0,NA,151831,NA,0,NA,0,NA,9374,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26567,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York County","Yorktown","VA",NA,"30203","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1439666,3,"MB","DO",3,NA,0,NA,8.2005,NA,0,NA,17.2736,NA,0,NA,0,NA,21518,NA,0,NA,0,NA,2624,NA,0,NA,0,NA,0,NA,0,NA,0,NA,45326,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Custer County Council on Aging","Miles City","MT","8R02-040","8R02-80181","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,11.0816,NA,0,NA,2.0186,NA,0,NA,0,NA,56660,NA,0,NA,0,NA,5113,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10321,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chickaloon Native Village","Palmer","AK","0T30","30","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,16.5397,NA,0,NA,0.8927,NA,0,NA,0,NA,32517,NA,0,NA,0,NA,1966,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1755,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Black River Falls","Black River Falls","WI","5R06-012","5R06-50239","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,10.9882,NA,0,NA,3.1299,NA,0,NA,0,NA,106355,NA,0,NA,0,NA,9679,NA,0,NA,0,NA,0,NA,0,NA,0,NA,30294,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Portales","Portales","NM","6R03-007","6R03-60253","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,5.8779,NA,0,NA,1.3008,NA,0,NA,0,NA,29660,NA,0,NA,0,NA,5046,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6564,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yavapai-Apache Nation","Camp Verde","AZ","9T14","99328","Tribe","Reduced Reporter",0,3,"MB","DO",3,NA,0,NA,17.2144,NA,0,NA,0.3315,NA,0,NA,0,NA,74366,NA,0,NA,0,NA,4320,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1432,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gates County","Gatesville","NC","4R06-061","4R06-40947","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,33.6937,NA,0,NA,1.4961,NA,0,NA,0,NA,211091,NA,0,NA,0,NA,6265,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9373,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ketchikan Indian Community","Ketchikan","AK","0T34","239","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,9.2308,NA,0,NA,2.9872,NA,0,NA,0,NA,1440,NA,0,NA,0,NA,156,NA,0,NA,0,NA,0,NA,0,NA,0,NA,466,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Louisburg Area Senior Citizens, Inc.","Louisburg","KS","7R02-060","7R02-70184","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,36.8623,NA,0,NA,2.8853,NA,0,NA,0,NA,30522,NA,0,NA,0,NA,828,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2389,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Lamar","Lamar","MO","7R03-004","7R03-70211","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,18.1952,NA,0,NA,7.5495,NA,0,NA,0,NA,41194,NA,0,NA,0,NA,2264,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17092,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yavapai-Apache Nation","Camp Verde","AZ","9T14","99328","Tribe","Reduced Reporter",0,3,"DR","DO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Modoc Transportation Agency","Alturas","CA","9R02-048","9R02-91008","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","PT",1,NA,0,NA,32.1076,NA,0,NA,0.4578,NA,0,NA,0,NA,23567,NA,0,NA,0,NA,734,NA,0,NA,0,NA,0,NA,0,NA,0,NA,336,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mineral County Pioneer Council, Inc.","Superior","MT","8R02-029","8R02-80173","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,25.2588,NA,0,NA,1.9646,NA,0,NA,0,NA,29275,NA,0,NA,0,NA,1159,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2277,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Richland Center","Richland Center","WI","5R06-056","5R06-50229","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","TX",3,NA,0,NA,10.3232,NA,0,NA,2.4406,NA,0,NA,0,NA,105906,NA,0,NA,0,NA,10259,NA,0,NA,0,NA,0,NA,0,NA,0,NA,25038,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garden County","Oshkosh","NE",NA,"7R04-77078","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,25.0881,NA,0,NA,1.3833,NA,0,NA,0,NA,43001,NA,0,NA,0,NA,1714,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2371,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks County Transit","Quitman","GA","4R03-050","4R03-41016","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,16.7858,NA,0,NA,0.8265,NA,0,NA,0,NA,46245,NA,0,NA,0,NA,2755,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2277,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Modoc Transportation Agency","Alturas","CA","9R02-048","9R02-91008","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",2,NA,0,NA,6.5971,NA,0,NA,3.2041,NA,0,NA,0,NA,15292,NA,0,NA,0,NA,2318,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7427,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker County Commission","Jasper","AL","4R01-027","4R01-41173","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,18.9934,NA,0,NA,3.3212,NA,0,NA,0,NA,11472,NA,0,NA,0,NA,604,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2006,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chattooga County Transit","Summerville","GA","4R03-077","4R03-41012","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,7.021,NA,0,NA,1.0975,NA,0,NA,0,NA,47820,NA,0,NA,0,NA,6811,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7475,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"River Parishes Transit Authority","La Place","LA","6112","60112","Independent Public Agency or Authority of Transit Service","Reduced Reporter",899703,3,"DR","PT",3,NA,0,NA,11.0534,NA,0,NA,1.0968,NA,0,NA,0,NA,122903,NA,0,NA,0,NA,11119,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12195,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Brandon - Brandon City Transit","Brandon","SD","8R04-005","8R04-80154","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,8.3204,NA,0,NA,4.1144,NA,0,NA,0,NA,16516,NA,0,NA,0,NA,1985,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8167,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tri-County CAP, Inc./Carroll County Transit","Berlin","NH","1R04-011","1R04-10170","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,17.0789,NA,0,NA,1.3309,NA,0,NA,0,NA,51305,NA,0,NA,0,NA,3004,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3998,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Atascadero, dba: Atascadero Dial A Ride","Atascadero","CA","9194","90194","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",65088,3,"DR","PT",3,NA,0,NA,9.81,NA,0,NA,2.0609,NA,0,NA,0,NA,21739,NA,0,NA,0,NA,2216,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4567,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Paola/Lakemary Center","Paola","KS","7R02-058","7R02-70178","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,34.1144,NA,0,NA,1.5968,NA,0,NA,0,NA,30123,NA,0,NA,0,NA,883,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1410,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City  of Crawford","Crawford","NE","7R04-014","7R04-70247","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,10.3117,NA,0,NA,3.5478,NA,0,NA,0,NA,10786,NA,0,NA,0,NA,1046,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3711,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue Lake Rancheria","Blue Lake","CA","9T02","99292","Tribe","Reduced Reporter",0,3,"MB","DO",3,NA,0,NA,21.9452,NA,0,NA,2,NA,0,NA,0,NA,28419,NA,0,NA,0,NA,1295,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2590,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lane Council of Governments","Eugene","OR",NA,"0R02-00464","MPO, COG or Other Planning Agency","Rural Reporter",0,3,"MB","PT",3,NA,0,NA,22.8668,NA,0,NA,0.7883,NA,0,NA,0,NA,149572,NA,0,NA,0,NA,6541,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5156,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sault Ste. Marie Tribe of Chippewa Indians","Sault Sainte Marie","MI",NA,"50523","Tribe","Reduced Reporter",0,3,"MB","DO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sault Ste. Marie Tribe of Chippewa Indians","Sault Sainte Marie","MI",NA,"50523","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,17.5229,NA,0,NA,0.2715,NA,0,NA,0,NA,31436,NA,0,NA,0,NA,1794,NA,0,NA,0,NA,0,NA,0,NA,0,NA,487,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Bluefield/Graham Transit","Bluefield","VA","3R06-004","3R06-30164","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,15.701,NA,0,NA,3.807,NA,0,NA,0,NA,130428,NA,0,NA,0,NA,8307,NA,0,NA,0,NA,0,NA,0,NA,0,NA,31625,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Banks County Transit","Homer","GA","4R03-001","4R03-40985","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.5583,NA,0,NA,0.6941,NA,0,NA,0,NA,51413,NA,0,NA,0,NA,3792,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2632,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chippewa Cree Tribe","Box Elder","MT","8T03","88164","Tribe","Reduced Reporter",0,3,"MB","DO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape May Lewes Ferry","New Castle","NJ",NA,"20223","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,3,"FB","DO",3,NA,0,NA,9.5612,NA,16.8851,NA,95.6931,NA,66909,NA,66909,NA,66909,NA,0,NA,6998,NA,6998,NA,0,NA,0,NA,0,NA,0,NA,0,NA,669660,NA,11307289,NA,33.8,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Eufaula","Eufaula","AL","4R01-002","4R01-41089","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,15.1632,NA,0,NA,6.901,NA,0,NA,0,NA,8734,NA,0,NA,0,NA,576,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3975,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of East Chicago, dba: East Chicago Transit","East Chicago","IN","5042","50042","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",8608208,3,"MB","DO",2,NA,0,NA,12.498,NA,0,NA,6.3679,NA,0,NA,0,NA,89423,NA,0,NA,0,NA,7155,NA,0,NA,0,NA,0,NA,0,NA,0,NA,45562,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Community Senior Service Center","Osawatomie","KS","7R02-055","7R02-70245","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,18.5122,NA,0,NA,4.262,NA,0,NA,0,NA,26639,NA,0,NA,0,NA,1439,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6133,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chippewa Cree Tribe","Box Elder","MT","8T03","88164","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,36.7795,"W",0,NA,1.717,NA,0,NA,0,NA,84740,"W",0,NA,0,NA,2304,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3956,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeast Missouri State University","Cape Girardeau","MO","7050","70050","University","Reduced Reporter",52900,3,"MB","DO",3,NA,0,NA,12.7721,NA,0,NA,14.4925,NA,0,NA,0,NA,93185,NA,0,NA,0,NA,7296,NA,0,NA,0,NA,0,NA,0,NA,0,NA,105737,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Chincoteague","Panacea","VA","3R06-012","3R06-30147","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,8.509,NA,0,NA,2.4207,NA,0,NA,0,NA,9930,NA,0,NA,0,NA,1167,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2825,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Park County Windrider Transit","Livingston","MT",NA,"8R02-88293","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,9.3973,NA,0,NA,1.3883,NA,0,NA,0,NA,28145,NA,0,NA,0,NA,2995,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4158,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Teton Area Rapid Transit","Jackson","WY","8R05-010","0R01-80188","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,31.8326,NA,0,NA,10.6642,NA,0,NA,0,NA,60291,NA,0,NA,0,NA,1894,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20198,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincoln County Transportation","Pioche","NV","9R04-005","9R04-91022","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,19.8838,NA,0,NA,0.7574,NA,0,NA,0,NA,32868,NA,0,NA,0,NA,1653,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1252,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of East Chicago, dba: East Chicago Transit","East Chicago","IN","5042","50042","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",8608208,3,"DR","DO",1,NA,0,NA,6.311,NA,0,NA,1.8687,NA,0,NA,0,NA,19135,NA,0,NA,0,NA,3032,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5666,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wildrose Public Transportation","Crosby","ND",NA,"8R03-88222","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,18.7334,NA,0,NA,1.482,NA,0,NA,0,NA,35481,NA,0,NA,0,NA,1894,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2807,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helping Hands Agency, Inc.","Page","AZ","9R01-017","9R01-91016","Private-Non-Profit Corporation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,20.0577,NA,0,NA,0.8315,NA,0,NA,0,NA,141748,NA,0,NA,0,NA,7067,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5876,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincoln County Transit","Lincolnton","GA","4R03-025","4R03-40961","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,17.1439,NA,0,NA,1.9436,NA,0,NA,0,NA,42894,NA,0,NA,0,NA,2502,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4863,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Hatillo","Hatillo","PR","4151","40151","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",139171,3,"MB","DO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sullivan County Transportation","Monticello","NY","2R02-042","2R02-20937","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,21.7015,NA,0,NA,2.2449,NA,0,NA,0,NA,159094,NA,0,NA,0,NA,7331,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16457,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibbing, City of","Hibbing","MN","5R04-003","5R04-50332","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",1,NA,0,NA,10.87,NA,0,NA,4.9358,NA,0,NA,0,NA,40121,NA,0,NA,0,NA,3691,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18218,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogallala Transit System","Ogallala","NE","7R04-034","7R04-70127","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.1439,NA,0,NA,6.6849,NA,0,NA,0,NA,40378,NA,0,NA,0,NA,3072,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20536,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Hatillo","Hatillo","PR","4151","40151","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",139171,3,"DR","DO",3,NA,0,NA,5.4284,NA,0,NA,1.4905,NA,0,NA,0,NA,8034,NA,0,NA,0,NA,1480,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2206,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walsh County Transportation Program","Park River","ND","8R03-018","8R03-80296","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,17.3003,NA,0,NA,1.4827,NA,0,NA,0,NA,40033,NA,0,NA,0,NA,2314,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3431,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
