"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"City of Nevada","Nevada","MO","7R03-016","7R03-70134","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Mississippi County Transit System, Inc.","East Prairie","MO","7R03-009","7R03-70140","Private-Non-Profit Corporation","Rural Reporter",0,6,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"City of New Madrid","New Madrid","MO","7R03-030","7R03-70147","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,"DR","Administrative Office / Sales Office",1,0,0,0,0,0,0,0,0,0,1
"City of Carthage","Carthage","MO","7R03-002","7R03-70152","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of West Plains","West Plains","MO","7R03-006","7R03-70155","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"City of Excelsior Springs","Excelsior Springs","MO","7R03-027","7R03-70162","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"City of Excelsior Springs","Excelsior Springs","MO","7R03-027","7R03-70162","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"MB","Parking Structure",0,0,0,0,0,0,1,0,0,0,1
"City of Excelsior Springs","Excelsior Springs","MO","7R03-027","7R03-70162","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"MB","Vehicle Washing Facility",0,0,0,0,0,0,0,1,0,0,1
"City of Houston","Houston","MO","7R03-003","7R03-70165","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Scott County Transit System, Inc.","Sikeston","MO","7R03-018","7R03-70168","Private-Non-Profit Corporation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of El Dorado Springs","El Dorado Springs","MO","7R03-013","7R03-70177","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Clinton","Clinton","MO","7R03-012","7R03-70189","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"City of Lamar","Lamar","MO","7R03-004","7R03-70211","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Macon Area Chamber of Commerce","Macon","MO","7R03-014","7R03-70257","Private-Non-Profit Corporation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"SERVE, Inc.","Fulton","MO","7R03-019","7R03-70263","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"NEW BOURBON REGIONAL PORT AUTH, dba: New Bourbon Regional Port Authority","Perryville","MO",NA,"7R03-77086","Private-Non-Profit Corporation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Sheridan County Public Transit","Chadron","NE","7R04-054","7R04-70058","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Schuyler","Schuyler","NE","7R04-012","7R04-70069","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Midland Area Agency","Hastings","NE","7R04-011","7R04-70073","Area Agency on Aging","Rural Reporter",0,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City Of Sidney","Sidney","NE","7R04-010","7R04-70074","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Blue River AAA, dba: Blue Rivers Public Transportation","Beatrice","NE","7R04-023","7R04-70076","Area Agency on Aging","Rural Reporter",0,14,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Grant County, dba: Grant/Arthur Handibus","Hyannis","NE","7R04-025","7R04-70079","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Mid-Nebraska Community Action, dba: Reach Your Destination Easily","Kearney","NE","7R04-005","7R04-70081","Private-Non-Profit Corporation","Rural Reporter",0,39,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,2,0,2
"Guide Rock","Guide Rock","NE","7R04-059","7R04-70098","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Stratton Industrial Commission, dba: Hitch & Hay Public Transit","Stratton","NE","7R04-029","7R04-70100","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Alliance","Alliance","NE","7R04-004","7R04-70107","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Southeast Nebraska Community Action Partnership","Humboldt","NE","7R04-048","7R04-70112","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Commmunity Memorial Health Center Burwell","Burwell","NE","7R04-024","7R04-70113","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Broken Bow","Broken Bow","NE","7R04-013","7R04-70119","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Butler County Senior Service Program, dba: Butler County Public Transit","David City","NE","7R04-007","7R04-70121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Oakland Heights, dba: Oakland Public Transit","Oakland","NE","7R04-006","7R04-70124","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Neligh","Neligh","NE","7R04-003","7R04-70125","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Perkins County Public Transit","Grant","NE","7R04-044","7R04-70126","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Ogallala Transit System","Ogallala","NE","7R04-034","7R04-70127","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Chase County","Imperial","NE","7R04-009","7R04-70128","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Valley County Hospital","Ord","NE","7R04-056","7R04-70130","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Hooker Co","Mullen","NE","7R04-032","7R04-70143","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Saline County Area Transit","Western","NE","7R04-050","7R04-70148","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"City of North Platte","North Platte","NE","7R04-038","7R04-70153","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,8,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Community Concern , dba: North Fork Area Transit","Norfolk","NE","7R04-039","7R04-70156","Private-Non-Profit Corporation","Rural Reporter",0,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Eastern Nebraska","Omaha","NE","7R04-018","7R04-70160","Area Agency on Aging","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lancaster Co Rural Transit","Lincoln","NE","7R04-037","7R04-70164","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City Of Tecumseh","Tecumseh","NE","7R04-033","7R04-70181","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Phelps County Senior Citizen","Holdrege","NE","7R04-045","7R04-70182","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Scotts Bluff Public Transit, dba: Tri City Roadrunner","Gering","NE","7R04-052","7R04-70183","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,"DR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Loup City","Loup City","NE","7R04-055","7R04-70192","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Plainview Handivan","Plainview","NE","7R04-063","7R04-70193","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Cambridge Memorial Hospital","Cambridge","NE","7R04-022","7R04-70194","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Harlan Co. Public Transit","Alma","NE","7R04-028","7R04-70198","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Kimball County Public Transit","Kimball","NE","7R04-035","7R04-70200","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,0,1,1
"Wolf Memorial Good Samaritan Center","Albion","NE","7R04-002","7R04-70202","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Morrill County Handi Bus",NA,"NE","7R04-041","7R04-70203","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Blue Valley Community Action Partnership, dba: Fillmore County Transit","Geneva","NE","7R04-021","7R04-70205","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Cedar County Transit","Hartington","NE","7R04-008","7R04-70212","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Columbus Transit","Columbus","NE","7R04-046","7R04-70214","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Avera Creighton Hospital","Yankton","NE","7R04-036","7R04-70216","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Avera St.Anthony's Hospital","Oneill","NE","7R04-031","7R04-70220","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Senior Information Center York","York","NE","7R04-060","7R04-70223","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City Of McCook Public Transit","Mc Cook","NE","7R04-047","7R04-70232","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Wayne Public Transit","Wayne","NE","7R04-057","7R04-70233","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Central City","Central City","NE","7R04-040","7R04-70234","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Benkelman","Benkelman","NE","7R04-020","7R04-70244","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Seward County Handibus","Seward","NE","7R04-053","7R04-70246","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City  of Crawford","Crawford","NE","7R04-014","7R04-70247","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Saunders County Transportation","Wahoo","NE","7R04-051","7R04-70253","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of  Chadron","Chadron","NE","7R04-015","7R04-70265","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Garden County","Oshkosh","NE",NA,"7R04-77078","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Nance Trans","Fullerton","NE",NA,"7R04-77085","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Callaway District Hospital, dba: Callaway District Hospital Public Transportation","Callaway","NE",NA,"7R04-77087","Other Publicly-Owned or Privately Chartered Corporation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"CR","At-Grade Fixed Guideway Station",0,0,0,0,0,0,0,9,7,0,16
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"CR","General Purpose Maintenance Facility/Depot",0,0,1,0,0,1,0,0,0,0,2
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"CR","Surface Parking Lot",0,0,0,0,0,0,4,7,5,0,16
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"CR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,0,2,2
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"DR","Surface Parking Lot",0,0,0,0,0,1,1,0,0,0,2
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","At-Grade Fixed Guideway Station",0,0,0,0,0,0,22,6,29,1,58
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,1,0,0,1,0,0,2
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","General Purpose Maintenance Facility/Depot",0,0,0,0,1,0,0,1,1,0,3
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","Parking Structure",0,0,0,0,0,0,0,0,2,0,2
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","Surface Parking Lot",0,0,0,0,0,1,10,3,13,0,27
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"LR","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Administrative Office / Sales Office",0,0,0,1,1,2,5,0,2,0,11
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Bus Transfer Center",0,0,0,0,0,0,0,2,2,0,4
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","General Purpose Maintenance Facility/Depot",0,1,0,0,2,1,3,0,2,0,9
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Heavy Maintenance & Overhaul (Backshop)",0,0,0,0,0,0,1,0,0,0,1
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Revenue Collection Facility",0,0,0,0,0,0,0,2,0,0,2
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Simple At-Grade Platform Station",0,0,0,0,0,0,0,24,20,0,44
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Surface Parking Lot",0,0,1,0,0,1,2,17,8,0,29
"Utah Transit Authority","Salt Lake City","UT","8001","80001","Independent Public Agency or Authority of Transit Service","Full Reporter",1021243,1016,"MB","Vehicle Fueling Facility",0,0,0,0,1,2,2,0,1,0,6
